timestamp;time_ms;data_used;response_bytes
2026-02-10T11:04:15.135Z;1507;Eb|Cm7|F7|Fm7|Bb7|Eb6|Eb6|Eb07,Bb7sus|Abmaj7,Am7b5|D7b9,Gm7|C7|Fm7|Bb7,Eb6|G7,Cm6|Gm7|Ebmaj7,Fm7|Bb7,Gm7|Cm7,Bbm7|Eb7,Abm7|Eb7sus|Eb7sus|Abm7|Db7,Ebmaj7|John Coltrane|246;3660
2026-02-10T11:04:16.814Z;1212;Gmaj7|F7|Bm7|Em7|Am7|Bb07|Bm7|Bb07|Am7|D7,G6|Fm7|Bb7|Ebmaj7|G7sus,Eb|E7alt,Eb7sus|Dmaj7,Bm7|Em9|C#13|C#9#5|F#m9|Am9|B7b9#5|Em9,B7#5#9|Bb13,Bb7#5|John Coltrane|261;3092
2026-02-10T11:04:18.458Z;1195;Fm7|Bbm7|Eb7|Abmaj7|Abm6|B7|Bb7,Fm7|Bb7|John Coltrane|120;1668
2026-02-10T11:04:20.055Z;1150;Gmaj7,F#m7|B7b9,E7|Am7,D7|Gmaj7,Am7|D7,G6|Am7,Bm7b5|E7b9,Am7|Em7|C#m7,F#7|G0|G#m7,Em7|Em7|Em7,A7|Em7|F#m7,Emaj7|John Coltrane|218;2404
2026-02-10T11:04:21.802Z;1279;Cm7|G7b9,Cm|Cm|Am7b5,D7#9|Dm7b5,G7b13|Cm6,G7b9,Cm7,Bm7|Bm7,Bbm7,Eb7,F7|Db7,Cm7,Abmaj9,Dbmaj7|Bb7,Ebmaj7|Ebm6,Dm7|G7b9,Gbmaj7#11,F7#5,Bbmaj7|Am7,D7,G7,G7|Cm7,F7|Ab7,Bb6|Ebmaj9,D9|Gm7,Cm7|Cm7|Cm7,Fm6|Cm|Fm6|Fm6|Fm6|G7b9|Cm,Cm|John Coltrane|277;4248
2026-02-10T11:04:23.423Z;1189;Am7|D7|G6|Fm7|Bbm7|Eb7|Gmaj7,F#m7|Bm7|Dmaj7,Dmaj7|C7,Bm7|E7,Gmaj7|Bb7,Ebmaj7|Dm7,Eb7#9|Abm7,C#m7|Bmaj7|G#m7|Abm7|Bbm7|Abm7|Bbm7|Abm7|Bmaj7#11|F#m7|G#m7|F#m7|Amaj7#11|Ebmaj7#11|Fmaj7#11|Bbmaj7#11|Cmaj7#11|Ebmaj7#11|Fmaj7#11|John Coltrane|276;4944
2026-02-10T11:04:25.020Z;1164;Eb6|Eb7|Bbmaj7|Am7b5|D7b9|Gm|Gm|Gm|Gm|Gm7|Gm7|Gm7|C7|Bbm7|Eb7|D7b9|Gm7|Em7b5|Gm7|Eb7|D7|Gm7|F7|Ebmaj7|Em7b5|Cm7|Fm11|Eb69|Dbmaj9,Eb69|Fm11,Bb13|Fm9|Bb13,Fm9|Bb13|Fm9,Bbm7|John Coltrane|120;6576
2026-02-10T11:04:26.641Z;1193;C7b9,Fm6|Gm7b5,C7b9|Fm,C7b9|Fm,C7b5#9|Fm7|C7#5,Fm7|Bb7|Fm7,C7|John Coltrane|109;1768
2026-02-10T11:04:28.083Z;1040;Cmaj7,Am7|D7,Em7|A7|Dm7,G7|C7,F|C,Cmaj7|Cmaj7|Bm7b5|John Coltrane|136;1596
2026-02-10T11:04:29.915Z;1354;Bbmaj7|Bbmaj7,Cm7|F7|F7,Fm7|Bb7|F7|Em7|A7|Em7|Dm7|Dm7|Dm7|Dm7|Dm7|Dm7|Dm7,E7b9|Am6,F#m7b5,B7b9,Emaj7|Em7|John Coltrane|289;2804
2026-02-10T11:04:32.114Z;1657;Gm6|Gm7b5|Gm|Dm7|Bm7b5|Em7b5|Cm7|F7|Bbm7|Eb7|Abmaj7|Am7b5|D7b13|Am7b5|D7|Gm6|Am7b5|D7b9#5|John Coltrane|281;2620
2026-02-10T11:04:34.070Z;1376;Bb6|G7b9|Cm7|F7|Bb7|Fm7|Gm9|C7|Fmaj7|Fmaj7|Fmaj7|A7|Dm7|E7b9|Dm7|A7#9,Dm7|Cm7|F7sus,F7|Bb7|A7,Dmaj7|G7|Gm7,Gm7|John Coltrane|244;2884
2026-02-10T11:04:36.172Z;1594;Ebmaj7,C7#9|Fm7,Bb7|G7,Cm7|F7,Cm7|F7,Bb7|Eb6,Fm7|Bb7,Eb6|John Coltrane|278;1144
2026-02-10T11:04:38.101Z;1427;Bbmaj7|Cm7,Cm7|F7|F7,Bbmaj7|Bbmaj7|Bb6,Dmaj7|Dmaj7|Bbmaj7|Cm7|F7|Bbmaj7|Fm7|Bb7|Bb7|Bb7|Cm7,F7|Dm7b5|G7b9,Cm|Fm6,G7b9|Cm6,Cm6|F7,Cm7|Dm7b5,G7b9|Cm7,Gm11|C7,Fm7|John Coltrane|176;3856
2026-02-10T11:04:39.954Z;1329;Bbmaj7,Cm7|F7,Cm7|F7,Bb6|D7,G7|G7,C7,Gm7,Fm7|Bb7,Eb7|Bb7,Bb7|Eb7|Gm7|Em7b5|D7b13,Gm|Gm,Ebmaj7|Ebmaj7|F7|Bbmaj7,Bbmaj7|F#07,Gm7|John Coltrane|136;3772
2026-02-10T11:04:41.879Z;1423;Bbmaj7,C7|F7,Bb|Bb,Ab7|Cm7,F7|Bb,Dm|Dm7,G7|Cm7,F7|Bbmaj7,F7sus,Bb|Gm7|Am7b5|D7#9|Gm7|Gm7|Gm7|Gm7|Em11|Fm7|Bb7|Abmaj7|Dm7b5|G7#5#9|Cm7|F7|F7|Ab,Ab|Db,Ab|Ab,Ab,Bb,Bb7|Gm7,Dbmaj7|Ab6,Ab07|Ebm7,Ab7,Dbmaj7|G7,Gm7b5|C7b9,Fm69|Cm7,F7|John Coltrane|160;5952
2026-02-10T11:04:43.790Z;1411;Eb6|Eb6|G7|Eb6|Abmaj7|Fm7|Ebmaj7|Am7|D7|G7|G7|Cmaj7|Cmaj7|Bb7|Cm7,Fm7|Bb7|Ebmaj7|Dm7|Ebmaj7,Dm7b5|G7b9#5,Cm7,Cm7,Cm7|Cm6|D7|John Coltrane|91;4172
2026-02-10T11:04:45.627Z;1328;Dm|Dmb6|Dm6|D7#9|Gm7|C7b9|Fmaj7|Em7b5|A7b9|Dm|Dm|Dmb6|Cmaj7,Bm7b5|E7b9|Am7,D7|Em7|A7,Dm7|G7|E7,Bm7b5|E7,Am7|John Coltrane|266;3032
2026-02-10T11:04:47.464Z;1350;F7|Bbmaj7,Bbm7|Amaj7,Amaj7,Gm7,C7|Fmaj7|Fmaj7|Ab07|Gm7|C7sus,F|Am7,Bm7b5|E7b9,Am7|A7,Dm7|Ab7#11|G7#5,Cm7|Eb9,Abmaj7|G7b9,Cmaj7|Am7,Bm7|John Coltrane|232;2720
2026-02-10T11:04:49.383Z;1422;Ebmaj7,G7b9|Cm7,Fm7|Bb7,Ebmaj7|Ebmaj7,Ebm7|Bb7sus|Bb7alt,Ebmaj7|C7b13,Fm7|C7b9,Fm7|Eb6,Cm7|Cm7,F7|Fm7,Bb7|G7|Eb6,Bb7,Eb6|Bbm7,Eb7|Abmaj7,Fm7|Bb9sus|John Coltrane|246;2668
2026-02-10T11:04:51.272Z;1337;Bbm7,Eb7|Gm7b5,C7|Fm7,Gm7,Fm7,Gb13|Bbm7,Eb7|Cm7,F7|Bb7,Eb7|Ab6,B7|Bb7,Bbm7|Gbmaj7|Dbm7|Gb7,Cmaj7|Bm7,E7b9|Amaj7|F#m7|Bm7,Bb7|Amaj7,Amaj7|John Coltrane|292;2852
2026-02-10T11:04:53.136Z;1348;Gmaj7,Am7|C#m7b5|Cm6,Bm7|E7b9|Am7,Cm7|Cm7|Ebmaj7,Cm7|Gmaj7|John Coltrane|225;888
2026-02-10T11:04:54.962Z;1306;Cmaj7,Dbmaj7|Cm7,F9#11|F9#11,F9#11|F9#11,F9#11|F9#11,F9#11|Abmaj7,Am7|G7|G7|Dm7,G7|G7,F#7|D7,Db7|Db7,Cm7|F7,Bb7|Ebmaj7|Dm7,Bbm7|A7alt,Bbm7|Eb7|Abmaj7,Am7b5|John Coltrane|225;3144
2026-02-10T11:04:56.775Z;1311;Gmaj7,F#m7b5|B7b9,Em7,Am7|D7,G7|C,Dsus,D,Em|Em7,Am7|D7,Bm7|Am7,D7,D7|Dm7,G7,Cmaj7|John Coltrane|113;1956
2026-02-10T11:04:59.613Z;1319;Fm7|Bb7|G7|Cm7,Fm7|Bb7#9|Eb6|Bb7,Eb6|Bb7,Bbm7|Cm7|Fm7|Bb7|Eb6|John Coltrane|232;1860
2026-02-10T11:05:01.463Z;1322;Cmaj7,A7|Bb13,A7|Am9,Am9|Am9,Am9|Ebm9,Ebm9|Ebm9,Ebm9|Am7,D7|G6,Em7|Am7|Bm7b5|E7b9|Am6|Am6|Am6|Am6|E7b9|Am|Am|Dm7|E7b13|Am7|Bm7|E7|F#m7b5|John Coltrane|193;3680
2026-02-10T11:05:03.443Z;1399;Ab07|Abmaj7|Gbmaj7|Fm7|Bb7|E7|Bbm7|Bbm7|Cm7|Cm7|Cm7|Cm7|G7b9|Dm7b5,G7b9|Cm|D7,D7alt|Gm7|Eb7#11|Dm7b5|G7b9|Abmaj7|Am7b5|D7#9|Gm11|Dm7b5|G7|C7,Fmaj7|Ebmaj7,Fm7|Gm7|C7|B7|Bbm7|Gm7b5|John Coltrane|207;4336
2026-02-10T11:05:05.207Z;1242;G7,C7|C7,C#07|G7,C6|Am7,D7|Am7,F9|F9,Gmaj7|Gmaj7,Gmaj7|F#m|D9#11|G#7|C#7#5|F#m|D9#11|G#7|C#7|John Coltrane|101;2848
2026-02-10T11:05:07.075Z;1354;C7sus|C7,Fm7|Bb7|Eb6,Eb6|Abmaj7|Abmaj7|Eb6|Cm7,Fm7|Ebmaj7|Bb7#5#9,Ebm9|Bbmaj7#11,Bbmaj7#11|Bbmaj7#11|Gmaj7#11,G07|A#07|Bm11,E7#9#11|Em11,F9|Fm7|Am7,Dm7|Gm7|C7|Fm|Gm7b5|C7#9|Fm7|Gm7|Gm7,F|Gm7|Gm7|D7|Gm7|Fm7,Fm7|Bb7,Amaj7|B7|Dm11|Dbmaj7#11|Dm11|Cm11|Bbm11|John Coltrane|234;5952
2026-02-10T11:05:08.921Z;1337;F,C|G7,C7|Fmaj7|Dm7,Gm7|Gm7|C7|Am7,Dm7|Am7|Dm|Dm7|D7b9|G7|Dm|Dbm|Cm7|Cm7|F7|Bbmaj7|Em7b5|A7b9|Dm6,Dm6|Dm7,Dm7|Dm7,A7#9|Dm7|John Coltrane|173;4016
2026-02-10T11:05:10.708Z;1304;Bb7sus,Eb6|Eb6|G7|Cm6|Cm6|Gm7|Gb7,Bmaj7|Fm7|John Coltrane|158;1460
2026-02-10T11:05:12.679Z;1453;Gm7|C7|Gm|Em7b5|Cm7,Gm7|Ebm7,Ebm6|Gm7,F|Gm7,Dm7|G7#11|Gb13|Cm7|Cm7,Am7b5|D7b9,Gm6|Db7,A7b9#5|D7#9,Gm7|Am7b5,D7b9|D7b9|Gm|Gm|Gm6|Am7b5|D7|Gm6|D7b13|Am7b5,D7b9|Gm,Gm|D7b9,Eb7|Abmaj7,Dm7b5|G7#5#9,Cm7|Cm7,Cm|Cm,A7b9|D7b9,Gm|Em7b5|Ebm6|Dm7|Bbmaj7#11|E7alt,A7b9b13|Dm9|E7b9b13,E7b9b13|Am7|D7,D7|Am7|D7|John Coltrane|249;6900
2026-02-10T11:05:14.503Z;1309;C6|C6|Am7|F#m7|B7|Bb7|Gm7|C7|C6|Dm7|G7|C6,C6|G13|Dm7,G7|G7|Dm7b5,G7b9|John Coltrane|162;2496
2026-02-10T11:05:16.027Z;1119;Bbmaj7|Dm7|G7|Cm7|John Coltrane|155;920
2026-02-10T11:05:17.502Z;1080;Cmaj7#11,Bmaj7|Gmaj7,G#07|Am7,Dm7|G7,Ebm7|Ab7,Dbmaj7|Cmaj7,B7b9|Em7,A7|Dm7,G7|Cmaj7,Cmaj7|Dm7,Ab7|G7,Dm7|G7|Ebmaj7|Gm7|D7b9|Gm7|Gb7|B7|Fm7|Bb7|John Coltrane|261;3272
2026-02-10T11:05:18.931Z;1026;Dmaj7,Em7|Dmaj7,Em7|A7,Dmaj7|Gm7,C7|Fmaj7,B7b9|B7b9,B7b9|B7b9,B7b9|B7b9,B7b9|John Coltrane|209;1644
2026-02-10T11:05:20.463Z;1134;F7|Bb6,Eb7|F6,E7|Eb7,Abmaj7|Abmaj7|Abmaj7,Am7b5|D7,D7|A7,Eb7#11|D7|Gm7,C7b9|Fmaj7,Gm7|Gm7|Em7,Em7|Am7,Fm7|Fm7|Fm7|Cm7|Cm7|Cm7,Cm7|B7#9,B7#9|John Coltrane|209;2812
2026-02-10T11:05:21.932Z;1061;Ebmaj7|Ab7|Eb6|Bb7|Ebmaj7|F#7|Dmaj7|Cmaj7|Dm7b5|G7b9|Cm7|Cm|F7|F7|Fm7,Bb7|Ebmaj7,Ab7|Gbmaj7|G7#11|Gbmaj7|G7#11|Gbmaj7|Dbm7|Gb7|Cmaj7|John Coltrane|167;3600
2026-02-10T11:05:23.400Z;1064;Dm7|Bb|Gm6|Dm|Dm|Em7b5|A7|Dm6|Dm7|Dm7|G7,Dm|Dm|Bb7|A7|Dm|Em7b5|Dm7,Cm7|Dm7,E7b9|A7alt,Dm7|Gm7,C7|John Coltrane|246;3084
2026-02-10T11:05:25.335Z;1119;Cmaj7|Dm7|G9|Cmaj7|Cmaj7|Bm7|Bb7|Ab7#11|G7|C6|A7|Dm7|F#maj7|E7|Amaj7|Amaj7|Emaj7|Bbm7|Bbm6|A7b9#9|John Coltrane|137;3896
2026-02-10T11:05:26.824Z;1083;C7|Fmaj7|John Coltrane|249;384
2026-02-10T11:05:28.316Z;1093;Db7|Abm7|Db7|Fmaj7|Gm7|C7|F6|John Coltrane|203;1040
2026-02-10T11:05:29.898Z;1152;F7|F7|Em7,Bb7|Em7|Am7|D7|D7|Abmaj7|Bbm7|Eb7|Abmaj7|Bb|Bb|Bb|Db,Bb|G|C|Am7,D7|G7|Dm7,Gsus|Em7|Eb07,Dm7|G7|Dm7,Dbmaj7|Em7|Am7|Bbm7|Eb7|Ab7|Bbmaj7|B07,Cm7|Gm7,C7b9|Fm7,Bb7|Fm,Fm|John Coltrane|103;6024
2026-02-10T11:05:31.822Z;1118;Dbmaj7|D7#11,Dbmaj7|Ab9sus,Ab9|Dbmaj7,D7#11|D7#11|Dbmaj7,Abmaj7#11|F,Ab7sus|Bbm7,Ebm7|Ab7|Db6|Bbm7,Ebm7|Dbmaj7,Dbmaj7|Cm69|Fm|Cm|Cm|Ab7|Ab7|Dbmaj7|Db9|Cm9|Db9|Cm9|Db9|Cm9|Db9|Cm7|Cm7|Ebm7b5,Dbmaj7|Eb7,Ab7b13|Db7,Dbm7|Ab7#5|B7#11,Bb7b13|Ebm7,Ab9sus|Ab9|Dbmaj7|John Coltrane|228;5912
2026-02-10T11:05:33.272Z;1048;Dbmaj7,Dbmaj7|D07,Ab6|Dbm6,Gb9|Gm7b5,Bbm7|Eb7,Cm7|F7,Bb7|John Coltrane|114;1444
2026-02-10T11:05:34.758Z;1078;Fm|Fm|Fm|C7|Fm,C7|Fm,Fm|Bbm6,Fmaj7|Eb7,Eb7|Dm7,G7|Dbmaj7#11,Dbmaj7#11,Cm7|Cm7,Cm7,Cm7,Cm7|F7#5#9,F#7#9|G7#9,E7#9|B7#5#9,E7#9,B7#5#9|E7#9|B7#5#9,E7#9|John Coltrane|208;2648
2026-02-10T11:05:36.414Z;1216;Ebmaj7|Gm7,C7|F7|Bb7|G7|C7|Fm7|Bb7|Bbmaj7|Bbmaj7,C#07|Bb6|G7,Am7b5|D7b9|Gm7,Cm7|F7,F7|Bbmaj7,Eb7|F7|Bbmaj7|Bbm7|Eb7|A7b9#5|Ab07|Gm7|C7,Fmaj7|Cm7|Dm7b5|G7b9|Cmaj7|Abmaj7|Abmaj7|Dm7b5|G7b9|Ebmaj7|Ebm7,Ebm7|Gb7|Bmaj7,Fm7|John Coltrane|216;5716
2026-02-10T11:05:37.971Z;1125;Dm7,G7|G7,Gm7|D|G|A|G,D|A|Am7|D7|G|John Coltrane|287;1472
2026-02-10T11:05:39.568Z;1163;F6,Gm7,C7,Am7|Bm7,E7|Amaj7,Am7,D7,Am7b5|D7,Eb7|Fmaj7,Cm7,F7,Bbmaj7|Bb6,C7,Am7,D7|G7|C7|Em7b5|A7b9|Dm7,Gm7|Am7,D7|Gm7|Gm7,C7|Bb7sus|Bb7|Ebmaj7|F#m7|B7|Bb7|Dm7b5|G9#5|Ebmaj7|Cm7|Fm7|Eb6,A7#11|Abm7,Db7|C9#5,Fm7|Bb7|Ebmaj7|John Coltrane|297;4876
2026-02-10T11:05:41.141Z;1167;Fmaj7,Gbmaj7|Gm7,F|Gm,C7|Cm7,F7|F7,Bb6|F7#5,Bb6|Eb7,Bb7|Eb7,Bb6,F7#5,F7#5|Em7|Em7|Am7|Am7|D7|Gmaj7|Gmaj7|Cmaj7|Bbmaj7|Bbmaj7|G7,C7|F7,Bb|F|Gm7|Cm7|F7,Bbmaj7|John Coltrane|267;3724
2026-02-10T11:05:42.674Z;1114;Dbmaj7|Ebm7,Ebm7|Ab7#5|Db7#9,Gbmaj7,Gm7,Am7b5|D7b9|Gm6,Gm7b5|Gbm6|Db,Gb7|Ab7|Gb7sus|Abmaj7|Gm7|Abmaj7|Ab7|G7|Cmaj7|Gbmaj7|G7#11|Gbmaj7|G7#11|Gbmaj7|Eb7#9|Dmaj7|Ab7|John Coltrane|130;4972
2026-02-10T11:05:44.222Z;1123;Gmaj7#11|Gmaj7#11|F#7b13|F#7b13|Em7|A7|Ab7|A7|E|F|G,F|G|F|G|F|E|John Coltrane|115;3172
2026-02-10T11:05:45.701Z;1081;Ebmaj7|G7|C7|F7|Bbmaj7|Gm7|C7|F7sus|Fmaj7,Fmaj7|Dm7,Cm7|F7,Cm7|F7|F7#5,Bb6|F6,F7|Bb,Fmaj7|Dm7,G7|John Coltrane|132;3036
2026-02-10T11:05:47.224Z;1120;Cmaj7|Em7|Ebm7|Ab13|Abm7|Db9#11|Cmaj7|F7|Bb7|C6|Gm7,C7|F#7,Bmaj7|Cmaj7|Fmaj7,Fmaj7|Em7b5|Bb7,Eb7|D7|Db7|Em7|Eb07|John Coltrane|182;3220
2026-02-10T11:05:48.704Z;1070;Cmaj7|Em7b5|A7b9|Dm7|G7|Bm7|John Coltrane|160;1072
2026-02-10T11:05:50.254Z;1121;Fmaj7|Fm7,Fm7|Ebm7|Ab7,Gm7|C7|Gm7,C7|Fmaj7,Bm7b5|Bb7|G7|C7|Fmaj7|Em7|John Coltrane|249;1752
2026-02-10T11:05:51.652Z;990;Dm|Db7|Cm7|F7sus,F7|Bm7|E7b9|A7b9|Dm|John Coltrane|177;1212
2026-02-10T11:05:53.151Z;1099;Bb6,G7|B07,Cm7|F7|Dm7|G7,C7|Cm7,F7|John Coltrane|280;1156
2026-02-10T11:05:54.647Z;1098;Cmaj7,Dm7|G7,Ab7|Dm7,G7|Cmaj7,C7|F6,A7|Dm7,G7|F#m,D7#9|Bm7,Ebmaj7|G#7,C#7#5|F#m,D7#9,Bm7,Ebmaj7|G#7,C#7#5|F#m,D9#11|G#7,C#7#9|F#m,G#m7b5|John Coltrane|233;2480
2026-02-10T11:05:56.223Z;1163;Bb7|Eb7|E07|Ebm7|Ab7|Bb7|Bb7|Ebmaj9,Dm7b5|G7b13,G7b13|G7b13|Cm7|F7|Bb6|Dm6,Eb7|Dm7,E7#9|Db,Cm7|Cm7|Cm7,F7#5|Bbmaj7,C7sus|C7sus|C7sus,C7sus|John Coltrane|105;4280
2026-02-10T11:05:57.743Z;1114;C6,Dm7|G7,Cmaj7|Gm7,Fmaj7|Bb7#11,A7#5|Dm7,G7,Em7,Am7|Dm7,G7,G7,Em7|Am6|Dm6|Dm6|Dm6|Dm6|Am|Amb6|Am,Am|John Coltrane|161;2612
2026-02-10T11:05:59.270Z;1117;Fmaj7|Fmaj7|Bm7b5|Bbm6,F|Bb6,Bb6|Em7b5,A7b9|Dm|Dm7|John Coltrane|236;1256
2026-02-10T11:06:00.766Z;1095;D9,Fm6|Cmaj7|Dm7,G7|Cmaj7|Cmaj7,A7|D7|D7,G7|C6|Emaj7,Emaj7|Amaj7,Emaj7|C7,Bmaj7|Emaj7,Emaj7|Emaj7,C7,Emaj7,Emaj7|Emaj7,Emaj7|F#7#11,F#7#11|C|C|C|C|John Coltrane|129;3376
2026-02-10T11:06:02.311Z;1141;Dbmaj7|B7#11|Bb7,A7|A6,A6|A6|Ab6|Cm7|Cm7|Cm7|G7#11|Cm7|Cm7|Eb13sus|Eb13sus|D13sus|Em7|Eb07|Dm7|G7#9|Cmaj7|Ebm7b5|Ebm7b5|Gm7|Em7b5,Am7b5|D7|Gm7|Cm7|Gm7|Gm7|C9|John Coltrane|134;5668
2026-02-10T11:06:03.909Z;1174;Dbmaj7,Gb7|B7,A7#5|Ab7,Db6|Bbm7,Ebm7|Ab7,Db07|Db6,Bbm7|Fm7|Bb7|Em7|A7|Ebm7|Ab7|Gbmaj7|G07|John Coltrane|286;2396
2026-02-10T11:06:05.423Z;1134;Ebmaj7,Fm7|Bb7|Db7#11,Bb7sus|Bb7sus|Fm7|Bb9sus|Gmaj7|Bb7|Gm|Gm6|Gm6|Db7|Gb7|Fm7,Fm7|Fm7,Fm7,Bb7|Fm7,Ebm7|Ab7,G7#5,Gb7,Fm7|John Coltrane|223;2676
2026-02-10T11:06:06.941Z;1103;Am7|Dm7,G9|Dm7|Am7,Fmaj7|Fmaj7,Fm|E7,Am7,Bm7,E7|Fmaj7,Dm7|G7,Am7|Dm|Dbm,Cm7|G7b13,Cm7|Bbm7|Cm7|F7,Bb6|Gm7|Am7|John Coltrane|165;2856
2026-02-10T11:06:08.447Z;1105;Bb6,B07,Cm7,F7|Bbmaj7,Bb7|Eb7,Fmaj7,Ab7#11,Bbmaj7|G7,Cm7|G7b9|C7,Cm7|F7,Bb7|John Coltrane|218;1340
2026-02-10T11:06:10.000Z;1139;Fm,Gm7b5|C7b9,Fm|Fm|Db7|Bb7,Bbm7|Gb7,F7|F7|Bbm7|Gm7|Gm7|Gm7,Gm7|Gm7|C9|Cm7,F7|Abmaj7#11,Gbmaj7#11|Am7b5|D7b5#9|Gm|Gm6|Gm6|Cm7|Cm7|Abmaj7|Bb7,Ebmaj7|John Coltrane|210;3680
2026-02-10T11:06:11.508Z;1087;Gbmaj7#11|Fm7|Fm7|Eb|Db|Eb|Eb|Eb|John Coltrane|118;1720
2026-02-10T11:06:13.035Z;1098;Fmaj7,Fmaj7|Em7b5,A7b9|Dm7,Dm7|G7,C7|Bbm7,Eb7,Ab7,Dbmaj7|John Coltrane|242;1024
2026-02-10T11:06:14.593Z;1138;Bbmaj7,Bbmaj7|F7sus,F7|Dm7,G7|Cm7,Ebm6|Ab7|Gb7,G7b5|C7#11|F7#5,Bbm7|Bb7,Eb|Bbmaj7,Cm7|F7,Bbmaj7|Fm7|Bb7b9,Ebm7|Ab7,C7|Cm7,F7|Bb7,Bb7|John Coltrane|159;3588
2026-02-10T11:06:16.105Z;1110;Abmaj7|Dbmaj7|Dm7|G7|C7|F7|Bm7|E7|John Coltrane|255;1200
2026-02-10T11:06:17.614Z;1095;Eb7|Ab6|Abm6|Db9|C9|Gb9|F9|Bb13|Ebmaj7,Bbm7|Eb7,Eb7|Eb7,Abmaj7|A07,Ebmaj7|Ab7,Ab7|Ebmaj7,Ebmaj7|Abm7,Db7|Gm7,C9|John Coltrane|235;2636
